accuracy,loss,roc_auc,val_accuracy,val_loss,val_roc_auc
0.5866666436195374,0.6625034809112549,0.48772725462913513,0.30000001192092896,0.6966270208358765,0.5
0.7733333110809326,0.6248222589492798,0.514090895652771,0.30000001192092896,0.709088146686554,0.5
0.7599999904632568,0.5663157105445862,0.607272744178772,0.30000001192092896,0.7053654789924622,0.5
0.7866666913032532,0.5671336650848389,0.5554545521736145,0.30000001192092896,0.7037546038627625,0.476190447807312
0.7200000286102295,0.601580023765564,0.48818179965019226,0.30000001192092896,0.7092359662055969,0.5
0.746666669845581,0.5983412265777588,0.5359090566635132,0.30000001192092896,0.7016295194625854,0.5714285373687744
0.746666669845581,0.5523843169212341,0.6345454454421997,0.800000011920929,0.687294602394104,0.5476190447807312
0.7599999904632568,0.5586692094802856,0.6104545593261719,0.699999988079071,0.6751251220703125,0.5476190447807312
0.746666669845581,0.5502750873565674,0.6372727155685425,0.699999988079071,0.6730396747589111,0.5714285373687744
0.7599999904632568,0.5659469962120056,0.5718181729316711,0.699999988079071,0.6713812947273254,0.6190476417541504
0.7733333110809326,0.5630560517311096,0.5945454835891724,0.699999988079071,0.6728372573852539,0.5714285373687744
0.746666669845581,0.5819128155708313,0.6236363649368286,0.699999988079071,0.6628647446632385,0.5714285373687744
0.7333333492279053,0.5580501556396484,0.6586363911628723,0.699999988079071,0.6437720656394958,0.5714285373687744
0.7733333110809326,0.52546226978302,0.6595454216003418,0.699999988079071,0.6304709911346436,0.5714285373687744
0.746666669845581,0.5716179013252258,0.5981818437576294,0.699999988079071,0.6267274618148804,0.5714285373687744
0.7599999904632568,0.5351019501686096,0.6649999618530273,0.699999988079071,0.6165527105331421,0.5714285373687744
0.7866666913032532,0.5296767950057983,0.699999988079071,0.699999988079071,0.6107406616210938,0.5714285373687744
0.746666669845581,0.5456404685974121,0.663636326789856,0.699999988079071,0.6101978421211243,0.5714285373687744
0.746666669845581,0.5455560684204102,0.6295454502105713,0.699999988079071,0.6127745509147644,0.5714285373687744
0.7733333110809326,0.5527015924453735,0.6886363625526428,0.699999988079071,0.6095463037490845,0.5714285373687744
0.7333333492279053,0.5578281879425049,0.6545454263687134,0.699999988079071,0.6041474342346191,0.5714285373687744
0.7599999904632568,0.5448105335235596,0.6790909171104431,0.699999988079071,0.6026588678359985,0.5714285373687744
0.7733333110809326,0.5456934571266174,0.6522727012634277,0.699999988079071,0.6106072068214417,0.5952380895614624
0.7733333110809326,0.5381923913955688,0.6513636112213135,0.699999988079071,0.6136279106140137,0.6190476417541504
0.7599999904632568,0.5281380414962769,0.692727267742157,0.699999988079071,0.6116448640823364,0.5952380895614624
0.7733333110809326,0.5527685284614563,0.6136363744735718,0.699999988079071,0.6093966960906982,0.5714285373687744
0.7599999904632568,0.5312190055847168,0.6586363315582275,0.699999988079071,0.6059668660163879,0.5714285373687744
0.7733333110809326,0.5573540329933167,0.6095454692840576,0.699999988079071,0.607441782951355,0.5714285373687744
0.7599999904632568,0.479745090007782,0.7836363911628723,0.699999988079071,0.6151730418205261,0.5714285373687744
0.7599999904632568,0.5257367491722107,0.6913636326789856,0.699999988079071,0.6306074857711792,0.5952380895614624
0.7866666913032532,0.5062191486358643,0.7404545545578003,0.699999988079071,0.6478772759437561,0.5952380895614624
0.7599999904632568,0.558326005935669,0.6395454406738281,0.699999988079071,0.6658704280853271,0.5952380895614624
