accuracy,loss,roc_auc,val_accuracy,val_loss,val_roc_auc
0.6933333277702332,0.795693576335907,0.6095454692840576,0.699999988079071,1.3786073923110962,0.8571428060531616
0.7200000286102295,0.7226552963256836,0.7254545092582703,0.699999988079071,1.2216715812683105,0.9285714626312256
0.7200000286102295,0.7895509600639343,0.6672727465629578,0.699999988079071,1.3315343856811523,0.714285671710968
0.7599999904632568,0.7290538549423218,0.7740908861160278,0.699999988079071,1.1127597093582153,0.8571428656578064
0.8133333325386047,0.5763274431228638,0.8959091305732727,0.6000000238418579,1.0768475532531738,0.8095238208770752
0.7599999904632568,0.7596824169158936,0.7968182563781738,0.6000000238418579,1.0922236442565918,0.8095238208770752
0.7866666913032532,0.6696217656135559,0.8522727489471436,0.6000000238418579,0.9716359972953796,0.7619048357009888
0.8266666531562805,0.6182434558868408,0.8963636159896851,0.699999988079071,0.8784664869308472,0.7619048357009888
0.8399999737739563,0.6524429321289062,0.8731818199157715,0.699999988079071,0.855866551399231,0.761904776096344
0.8399999737739563,0.6346385478973389,0.8886363506317139,0.699999988079071,0.8711057901382446,0.761904776096344
0.9200000166893005,0.5426107048988342,0.949999988079071,0.6000000238418579,0.8838764429092407,0.7619048357009888
0.9066666960716248,0.5461018085479736,0.950454592704773,0.6000000238418579,0.920270562171936,0.7142857313156128
0.9200000166893005,0.48462942242622375,0.9677272439002991,0.5,0.9933900833129883,0.7142857313156128
0.9066666960716248,0.5018381476402283,0.9677272439002991,0.5,1.039552927017212,0.7142857313156128
0.9466666579246521,0.42853811383247375,0.9904545545578003,0.5,1.0065512657165527,0.7142857313156128
0.8933333158493042,0.5927919149398804,0.9236363172531128,0.6000000238418579,0.9348176717758179,0.7619048357009888
0.9200000166893005,0.47482600808143616,0.9840909242630005,0.6000000238418579,0.9032161831855774,0.8571428060531616
0.9466666579246521,0.4532276391983032,0.9786363244056702,0.6000000238418579,0.9224592447280884,0.8571428656578064
0.9333333373069763,0.42374879121780396,0.9900000095367432,0.6000000238418579,0.9375295639038086,0.8571428060531616
