loss,accuracy,val_loss,val_accuracy
1.709458589553833,0.30264365673065186,1.7085238695144653,0.293211966753006
1.6278672218322754,0.3481678068637848,1.9911391735076904,0.24030283093452454
1.5823943614959717,0.3686616122722626,1.8751269578933716,0.2988261282444
1.5495749711990356,0.38288363814353943,2.145392656326294,0.2682885229587555
1.5246589183807373,0.3941229283809662,1.6832549571990967,0.3785301148891449
1.497406005859375,0.4046817123889923,1.7350214719772339,0.29176589846611023
1.473890781402588,0.4150930643081665,1.8161252737045288,0.29125553369522095
1.448533058166504,0.4279201030731201,1.8856374025344849,0.2985709309577942
1.4262044429779053,0.4372086822986603,6.0061445236206055,0.1546444296836853
1.4058319330215454,0.44766539335250854,1.6865099668502808,0.36798229813575745
1.3803876638412476,0.45854172110557556,1.8906382322311401,0.31320175528526306
1.3662447929382324,0.46659407019615173,4.6988606452941895,0.09748213738203049
1.3407495021820068,0.47480520606040955,1.9181498289108276,0.2992514371871948
1.320631742477417,0.48201829195022583,1.7687586545944214,0.345695823431015
1.303873896598816,0.49161309003829956,2.371720552444458,0.21648520231246948
