loss,accuracy,val_loss,val_accuracy
1.7335988283157349,0.43731075525283813,1.6260393857955933,0.4618067443370819
1.6598701477050781,0.4583148956298828,1.5980024337768555,0.47277987003326416
1.60934579372406,0.46810248494148254,1.5565896034240723,0.4795849025249481
1.5773495435714722,0.47461241483688354,1.5249719619750977,0.4954916536808014
1.5383344888687134,0.49238428473472595,1.486811637878418,0.5126743912696838
1.4807872772216797,0.5192859768867493,1.392281174659729,0.5506975054740906
1.4155733585357666,0.5487280488014221,1.375762939453125,0.5527390241622925
1.3519736528396606,0.5730098485946655,1.3032000064849854,0.577492356300354
1.3010228872299194,0.5925737023353577,1.2333791255950928,0.6108370423316956
1.2543014287948608,0.60760098695755,1.194468379020691,0.6174719333648682
1.2109475135803223,0.6220384836196899,1.1525154113769531,0.6361857652664185
1.175441861152649,0.6345820426940918,1.1834675073623657,0.6295508742332458
1.1429179906845093,0.6490989327430725,1.1290687322616577,0.6486900448799133
1.1132599115371704,0.6548149585723877,1.0536882877349854,0.669360339641571
1.0824618339538574,0.6674378514289856,1.0501407384872437,0.6681694388389587
1.0637818574905396,0.673732340335846,1.0331391096115112,0.6779516935348511
1.0394312143325806,0.6806618571281433,1.016748070716858,0.682970404624939
1.0192047357559204,0.6877502202987671,1.0260785818099976,0.6814392805099487
1.0017000436782837,0.6930012702941895,1.00070321559906,0.6846716403961182
0.9798077940940857,0.6974243521690369,0.9889915585517883,0.6919870972633362
0.9669725298881531,0.702709436416626,0.993771493434906,0.688584566116333
0.9509243965148926,0.7070304751396179,0.9409416317939758,0.702024519443512
0.9374901056289673,0.7120660543441772,0.9963840842247009,0.6918169260025024
0.91837078332901,0.7169088125228882,0.9374001622200012,0.7085743546485901
0.8991363048553467,0.7229083776473999,0.9307299256324768,0.7113814353942871
0.8806435465812683,0.7287604808807373,0.8969751596450806,0.7231200933456421
0.8743522763252258,0.731437087059021,0.8878793716430664,0.7189520001411438
0.8593980073928833,0.7351003289222717,0.8742731213569641,0.7293297052383423
0.8502811193466187,0.739262580871582,0.8631736636161804,0.7329874038696289
0.8402429819107056,0.7426649928092957,0.8523676991462708,0.7346035838127136
0.8205019235610962,0.7492429614067078,0.8571171760559082,0.7338380217552185
0.8077887296676636,0.7528608441352844,0.8561937212944031,0.7363899350166321
0.7927555441856384,0.7600966095924377,0.8758048415184021,0.7322218418121338
0.785710334777832,0.7621267437934875,0.8360199332237244,0.7394521832466125
0.7677513957023621,0.7671282887458801,0.8114137053489685,0.750170111656189
0.7552610635757446,0.7706440687179565,0.8038128018379211,0.7540830373764038
0.7438307404518127,0.7736154794692993,0.8084105253219604,0.7495746612548828
0.7336410880088806,0.7749651074409485,0.7757388353347778,0.7579108476638794
0.720646321773529,0.7815430760383606,0.7893007397651672,0.7633548974990845
0.7162446975708008,0.7812935709953308,0.783379077911377,0.7624191641807556
0.7026362419128418,0.7869529128074646,0.7735391855239868,0.7620789408683777
0.6935024857521057,0.7906615138053894,0.7687368392944336,0.7653964161872864
0.6873590350151062,0.7930431962013245,0.7817150354385376,0.7699897885322571
0.6715656518936157,0.7963775992393494,0.8055294752120972,0.7598673105239868
0.6619715690612793,0.800165593624115,0.7508141398429871,0.7733072638511658
0.6578061580657959,0.8014017939567566,0.7847395539283752,0.7631847858428955
0.6546972393989563,0.8028421401977539,0.7548788785934448,0.7739027142524719
0.6435945630073547,0.8061991930007935,0.7440767288208008,0.7758591175079346
0.6298142671585083,0.8097490072250366,0.7433270215988159,0.7813882231712341
0.6203544735908508,0.8138545751571655,0.753264307975769,0.7789214253425598
0.6089188456535339,0.8160887956619263,0.7099325060844421,0.7883633971214294
0.6006456613540649,0.8203077912330627,0.7422927618026733,0.7855563163757324
0.5934526920318604,0.8216347694396973,0.6986269354820251,0.7922762632369995
0.5842658877372742,0.8236648440361023,0.7170534133911133,0.788108229637146
0.5842302441596985,0.8246968984603882,0.7404764294624329,0.7872575521469116
0.5747693181037903,0.8262960314750671,0.7720842361450195,0.7801122665405273
0.5589799880981445,0.8319894075393677,0.7044300436973572,0.7949132323265076
0.5551936030387878,0.8323296308517456,0.6935343146324158,0.7976352572441101
0.5535066723823547,0.8327265977859497,0.6918196678161621,0.7980605363845825
0.5470687747001648,0.8362764120101929,0.6863033771514893,0.7957638502120972
0.5397675037384033,0.8377734422683716,0.6501564979553223,0.8093739151954651
0.5359098315238953,0.8392931818962097,0.7087079882621765,0.7967846393585205
0.5243834853172302,0.841209888458252,0.6852355599403381,0.8001871109008789
0.5146456956863403,0.8451113104820251,0.6875776648521423,0.8010377883911133
0.506823718547821,0.8470166325569153,0.6750803589820862,0.8007825613021851
0.5074126124382019,0.8462227582931519,0.6581892371177673,0.8085232973098755
0.49762141704559326,0.8505098223686218,0.6908885836601257,0.7980605363845825
0.49136555194854736,0.8526192903518677,0.6941454410552979,0.8012079000473022
0.4838281273841858,0.854275107383728,0.6725191473960876,0.805801272392273
0.47787201404571533,0.8572351932525635,0.6919112801551819,0.8038448691368103
0.46854668855667114,0.8601499199867249,0.6698430180549622,0.8076726794242859
