loss,accuracy,roc_auc,val_loss,val_accuracy,val_roc_auc
0.4761447012424469,0.879407525062561,0.9253133535385132,0.4180459678173065,0.9067710041999817,0.953703761100769
0.4458654820919037,0.89328932762146,0.9390619993209839,0.4312521517276764,0.9060054421424866,0.954026997089386
0.4521823525428772,0.8913386464118958,0.9372435808181763,0.4196811020374298,0.9093229174613953,0.9548882842063904
0.4470611810684204,0.8931532502174377,0.9392813444137573,0.41723766922950745,0.9082170724868774,0.9550928473472595
0.4401398003101349,0.8942193388938904,0.9398563504219055,0.4104958474636078,0.9094930291175842,0.9580571055412292
0.4321068525314331,0.8964875936508179,0.9418689012527466,0.40293338894844055,0.9083871841430664,0.9579700827598572
0.42911428213119507,0.8952173590660095,0.9418776035308838,0.3993038833141327,0.9117897152900696,0.960358202457428
0.4201641380786896,0.898699164390564,0.9448097348213196,0.39855241775512695,0.9091527462005615,0.9572797417640686
0.41426438093185425,0.8992435336112976,0.944838285446167,0.38658514618873596,0.9132357835769653,0.9593172669410706
0.4072055518627167,0.9004684090614319,0.9458922743797302,0.38322579860687256,0.9117897152900696,0.9590407013893127
0.4045972228050232,0.8997085094451904,0.9459571242332458,0.3775869309902191,0.9080469608306885,0.9591723084449768
0.39381319284439087,0.9011488556861877,0.9468759894371033,0.3657638728618622,0.9100034236907959,0.9608374238014221
0.3900134861469269,0.8997652530670166,0.9455387592315674,0.357932448387146,0.9129806160926819,0.9593541026115417
0.384854257106781,0.9003549814224243,0.9462589621543884,0.3599527180194855,0.9136611223220825,0.9582780003547668
0.3789059817790985,0.9008539915084839,0.9469738602638245,0.34763064980506897,0.9189350008964539,0.9603140354156494
0.371711403131485,0.9028614163398743,0.9476040601730347,0.34094008803367615,0.9168084263801575,0.9605919122695923
0.3684755265712738,0.9032924175262451,0.947704553604126,0.3420547544956207,0.9174038767814636,0.9606582522392273
0.36796483397483826,0.9009107351303101,0.9471336603164673,0.33789563179016113,0.9171487092971802,0.9612170457839966
0.3656868636608124,0.9017046093940735,0.9468167424201965,0.337775856256485,0.9186798334121704,0.962533712387085
0.3607473075389862,0.9025211930274963,0.9474571943283081,0.33225756883621216,0.9173188209533691,0.96296226978302
0.3571838140487671,0.9031562805175781,0.9487810134887695,0.3321457505226135,0.9151922464370728,0.9613077640533447
0.356309711933136,0.9039047956466675,0.948833703994751,0.3247372806072235,0.9155324697494507,0.9618457555770874
0.35465094447135925,0.9036552906036377,0.9490025043487549,0.3247793912887573,0.9160428643226624,0.9617431163787842
0.3540760576725006,0.9021922945976257,0.9479678869247437,0.32487598061561584,0.9173188209533691,0.9607160091400146
0.35146141052246094,0.9033377766609192,0.9491714239120483,0.3195871412754059,0.9175739884376526,0.9627026915550232
0.3504609167575836,0.9037120342254639,0.9484133720397949,0.31980493664741516,0.9162980318069458,0.9611349701881409
0.34867697954177856,0.9039955735206604,0.9487144947052002,0.3235801160335541,0.9172337651252747,0.9629545211791992
0.3501027226448059,0.9028841257095337,0.9482880234718323,0.3154580593109131,0.9174889326095581,0.9625682234764099
0.346515953540802,0.9033604264259338,0.9484124779701233,0.3196355700492859,0.9174889326095581,0.9613919854164124
0.3472031354904175,0.9023850560188293,0.948867678642273,0.31986507773399353,0.916723370552063,0.9604632258415222
0.3458362817764282,0.9028273820877075,0.9487193822860718,0.31711432337760925,0.9192752838134766,0.9623648524284363
0.34358543157577515,0.9028387665748596,0.9487574100494385,0.31998410820961,0.916893482208252,0.9618232250213623
0.3448561131954193,0.9037460684776306,0.9476069211959839,0.3097509443759918,0.9174889326095581,0.9628775119781494
0.3421163260936737,0.9049028754234314,0.9493457078933716,0.3084513545036316,0.9185947775840759,0.9636703729629517
0.3419725000858307,0.9048348069190979,0.9486132264137268,0.3123772144317627,0.9168084263801575,0.9628786444664001
0.34245938062667847,0.9039955735206604,0.9482955932617188,0.31618043780326843,0.9171487092971802,0.9619037508964539
0.34170693159103394,0.9037346839904785,0.9484357833862305,0.31165629625320435,0.9179142713546753,0.9625043272972107
0.33854660391807556,0.9051070213317871,0.9495987296104431,0.30974769592285156,0.916553258895874,0.9622658491134644
0.3387782573699951,0.9043698310852051,0.9490234851837158,0.31044748425483704,0.9164682030677795,0.9612404704093933
0.34114766120910645,0.9044492244720459,0.9482285976409912,0.309166818857193,0.9177441596984863,0.9623400568962097
0.3396497666835785,0.9040068984031677,0.9485883116722107,0.3100174069404602,0.9186798334121704,0.9637697339057922
0.3398764431476593,0.9043357968330383,0.9485518336296082,0.3139496147632599,0.9162129759788513,0.9614056944847107
0.3392072916030884,0.9040068984031677,0.9481208324432373,0.3098616302013397,0.9154474139213562,0.960928201675415
0.3410102427005768,0.9037006497383118,0.947828471660614,0.31385689973831177,0.9149370789527893,0.9615346789360046
