loss,accuracy,val_loss,val_accuracy
1.7540169954299927,0.2930602431297302,1.6485776901245117,0.33940115571022034
1.6489309072494507,0.3402402102947235,1.597894310951233,0.366876482963562
1.575312852859497,0.38465291261672974,1.4826890230178833,0.43297040462493896
1.494168758392334,0.424392968416214,1.4324129819869995,0.44785642623901367
1.4427067041397095,0.45196375250816345,1.3701090812683105,0.47575706243515015
1.3911335468292236,0.47409069538116455,1.3275047540664673,0.49940454959869385
1.3426194190979004,0.5006181001663208,1.2825089693069458,0.5122490525245667
1.3009634017944336,0.5186848640441895,1.2238730192184448,0.5432970523834229
1.2602496147155762,0.5356968641281128,1.2043261528015137,0.5617557168006897
1.2199052572250366,0.5538543462753296,1.1658756732940674,0.5646478533744812
1.1813924312591553,0.5714447498321533,1.1411526203155518,0.5759612321853638
1.1522752046585083,0.5841924548149109,1.1149386167526245,0.5927186012268066
1.1220170259475708,0.5968947410583496,1.0820761919021606,0.602500855922699
1.0966140031814575,0.6081113219261169,1.0511083602905273,0.6099013090133667
1.0716322660446167,0.618624746799469,1.0189712047576904,0.6292105913162231
1.0419731140136719,0.6297279000282288,1.0276261568069458,0.6349098086357117
1.0175637006759644,0.6425776481628418,0.9858672022819519,0.6441816687583923
0.994148313999176,0.6505846381187439,0.9640942215919495,0.6536237001419067
0.9765522480010986,0.658807098865509,0.9553197026252747,0.6595780849456787
0.9524393081665039,0.6663150787353516,0.9458304643630981,0.6628955602645874
0.932358980178833,0.676669716835022,0.9140205383300781,0.6736985445022583
0.9145890474319458,0.6841663718223572,0.9027930498123169,0.6780367493629456
0.8992812633514404,0.6910278797149658,0.9075738787651062,0.6798230409622192
0.8764137625694275,0.6980822086334229,0.8914945721626282,0.684076189994812
0.858691930770874,0.7072913646697998,0.8747037053108215,0.6953895688056946
0.8498634099960327,0.7106483578681946,0.8385850191116333,0.704831600189209
0.831066370010376,0.7176119685173035,0.8544332981109619,0.6983668208122253
0.8111520409584045,0.7238270044326782,0.8698166608810425,0.697346031665802
0.8013595342636108,0.7288966178894043,0.853759765625,0.7065328359603882
0.7885041832923889,0.7335465550422668,0.8542741537094116,0.7064477801322937
0.780857503414154,0.7362911701202393,0.8310129642486572,0.7154644727706909
0.7640382051467896,0.7427443861961365,0.8277339935302734,0.7197175621986389
0.7485669255256653,0.7491068840026855,0.820723295211792,0.7228649258613586
0.7383610606193542,0.7520442605018616,0.8102062940597534,0.7296699285507202
0.7239047884941101,0.7579077482223511,0.7990434169769287,0.7287342548370361
0.7174652218818665,0.7595295906066895,0.7990723252296448,0.733752965927124
0.6962149143218994,0.7658126354217529,0.7947288155555725,0.7401326894760132
0.6905911564826965,0.7693851590156555,0.7991887331008911,0.7346035838127136
0.6824131011962891,0.7726514935493469,0.7801947593688965,0.7391119599342346
0.6729038953781128,0.7764962315559387,0.7482627034187317,0.7469377517700195
0.6584221124649048,0.7823370099067688,0.753724992275238,0.7450663447380066
0.6513321995735168,0.7838567495346069,0.8182203769683838,0.7368152141571045
0.6421064734458923,0.7870663404464722,0.753319501876831,0.747022807598114
0.6311620473861694,0.7914780974388123,0.7394813299179077,0.755784273147583
0.6237944960594177,0.7940866351127625,0.7535616755485535,0.7408982515335083
0.6071626543998718,0.7979199886322021,0.7376558184623718,0.755954384803772
0.6002724766731262,0.8019915223121643,0.7347727417945862,0.75467848777771
0.5865243673324585,0.8052351474761963,0.7374811172485352,0.7605478167533875
0.5732941031455994,0.8107357025146484,0.7267593145370483,0.7647159099578857
0.5674997568130493,0.8142401576042175,0.7106983661651611,0.7686287760734558
0.5490678548812866,0.8182323575019836,0.712543249130249,0.7664171457290649
0.5445134043693542,0.8209996223449707,0.7207403182983398,0.7631847858428955
0.5382277369499207,0.8231090903282166,0.6980657577514648,0.777815580368042
0.5278782844543457,0.8264548182487488,0.6918269991874695,0.7760292887687683
0.5158297419548035,0.8314676880836487,0.6919454336166382,0.7790064811706543
0.5075358748435974,0.8340761661529541,0.713045060634613,0.7770500183105469
0.5019727349281311,0.8345638513565063,0.6681998372077942,0.7831745743751526
0.49666112661361694,0.838011622428894,0.6753517985343933,0.7821537852287292
0.4862750768661499,0.8402572274208069,0.7011269330978394,0.78045254945755
0.4752855896949768,0.8441359400749207,0.7020367980003357,0.7803674936294556
0.47035670280456543,0.8470280170440674,0.696263313293457,0.7855563163757324
0.4672718942165375,0.8487178683280945,0.6854544878005981,0.7856413722038269
